CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,"13,690","1,675","14,006",21.33,9.95,-4.35,"1,080",9.60,10.00,300,"62,000.00",30,"6,433.75","6,511.00",30,812.85,"6,430.00",26.82,19,-,"2,348",
,172,34,264,21.66,10.15,-3.70,810,8.65,13.55,300,"62,100.00",30,"6,133.45","6,958.80",300,-,"7,339.75",-,-,-,2,
,128,12,177,22.15,10.95,-2.55,120,9.10,12.55,300,"62,200.00",30,"6,240.30","7,018.75",30,-,"7,439.85",-,-,-,2,
,358,16,308,21.77,8.70,-2.80,30,8.00,14.55,240,"62,300.00",30,"6,337.35","7,087.40",30,-,"7,536.90",-,-,-,2,
,298,39,634,21.74,7.80,-3.80,60,7.80,10.40,120,"62,400.00",300,"6,425.35","7,212.25",30,-,"7,634.05",-,-,-,2,
,"2,975",915,"3,239",21.78,7.15,-3.50,120,6.55,8.55,180,"62,500.00",30,"6,539.55","7,280.00",30,-,"8,000.00",47.74,-,-,91,
,98,-25,224,22.16,7.50,-3.25,180,5.70,9.70,30,"62,600.00",300,"6,313.30","7,568.20",300,-,"9,296.10",-,-,-,2,
,198,-28,246,22.02,6.45,-3.75,300,6.15,7.60,30,"62,700.00",300,"6,528.95","7,670.10",300,-,"9,390.50",-,-,-,2,
,137,57,146,22.87,8.05,-1.40,"1,800",5.25,8.05,30,"62,800.00",300,"6,632.80","7,808.70",300,-,"9,484.15",-,-,-,2,
,81,11,154,22.86,7.30,-1.25,"4,200",5.15,12.20,450,"62,900.00",300,"6,636.65","8,051.35",300,-,"6,473.50",-,-,-,1,
,"5,426",-143,"2,306",22.70,6.25,-1.95,120,6.10,6.25,60,"63,000.00",60,"7,415.90","7,757.60",60,839.00,"7,415.60",28.84,69,34,"1,513",
,166,20,79,22.85,6.00,-2.05,360,5.60,8.00,60,"63,100.00",300,"6,765.10","8,122.30",300,-,"6,570.00",29.51,-,-,3,
,333,28,71,24.07,8.50,1.40,900,4.20,10.15,60,"63,200.00",300,"6,987.85","8,247.85",300,-,"9,865.35",-,-,-,2,
,151,7,97,22.61,4.50,-2.75,"2,700",2.50,9.00,300,"63,300.00",300,"7,076.35","8,359.30",300,-,"9,961.00",-,-,-,1,
,120,33,100,23.12,5.00,-2.00,600,3.75,9.20,300,"63,400.00",300,"7,170.85","8,484.60",300,-,"10,056.45",-,-,-,1,
,541,-248,535,22.75,3.90,-2.55,60,3.70,5.20,840,"63,500.00",300,"7,141.45","8,597.15",300,-,"7,069.55",-,-,-,2,
,482,352,747,23.48,4.75,-0.95,900,4.15,9.00,300,"63,600.00",870,"7,350.15","8,674.20",300,-,"10,249.10",-,-,-,1,
,44,-3,5,23.80,4.90,-0.70,600,3.20,9.00,300,"63,700.00",300,"7,446.55","8,798.95",300,-,"10,342.90",-,-,-,1,
,72,15,50,23.52,4.00,-1.25,150,3.50,9.15,60,"63,800.00",300,"7,535.15","8,776.70",300,-,"10,438.40",-,-,-,1,
,46,-1,13,23.85,4.15,-0.80,"1,800",2.75,8.00,300,"63,900.00",300,"7,629.45","9,060.10",300,-,"10,549.50",-,-,-,1,
,"5,812",-196,"2,681",23.49,3.25,-1.10,30,3.25,3.40,60,"64,000.00",60,"8,402.85","8,647.55",300,591.15,"8,200.00",-,10,10,878,
,34,-123,251,23.72,3.25,-2.05,"3,000",2.80,4.60,210,"64,100.00",870,"7,812.45","9,112.35",300,-,"10,727.50",-,-,-,1,
,370,-13,80,24.03,3.35,-1.25,900,3.25,4.25,90,"64,200.00",300,"7,902.55","9,228.65",300,-,"10,822.75",-,-,-,1,
,52,-89,233,23.99,3.00,-1.05,"2,400",2.65,8.00,300,"64,300.00",300,"7,975.35","9,318.75",300,-,"10,935.20",-,-,-,1,
,234,54,68,25.19,4.40,0.40,"1,800",2.45,7.90,300,"64,400.00",300,"8,087.85","9,504.10",300,-,"7,000.05",-,-,-,4,
,"1,792",-39,373,24.36,2.90,-0.75,"1,500",2.75,3.00,150,"64,500.00",300,"8,163.50","9,528.90",300,-,"11,127.60",-,-,-,1,
,14,-2,11,24.95,3.35,-0.55,"1,800",2.55,7.00,300,"64,600.00",300,"8,270.25","9,652.00",300,-,"11,223.95",-,-,-,1,
,138,-2,262,25.43,3.70,-0.35,"1,800",2.50,6.60,150,"64,700.00",300,"8,357.45","9,747.80",300,-,"11,320.55",-,-,-,1,
,79,17,93,24.59,2.40,-1.20,"1,200",2.50,3.50,300,"64,800.00",300,"8,454.10","9,524.35",300,-,"11,417.50",-,-,-,20,
,134,-1,38,25.35,3.00,-0.65,"2,400",2.25,3.70,90,"64,900.00",300,"8,550.00","9,549.40",300,-,"11,514.05",-,-,-,20,
,"4,939",76,767,25.31,2.70,-0.60,810,2.70,2.75,780,"65,000.00",120,"9,302.90","9,570.20",30,788.45,"9,388.45",31.59,31,29,"2,117",
,134,-2,46,25.15,2.30,-1.00,"1,800",2.15,3.00,330,"65,100.00",870,"8,693.15","10,208.45",600,-,"10,464.85",-,-,-,20,
,273,9,51,26.27,3.30,-0.65,30,2.85,4.90,330,"65,200.00",300,"8,826.20","9,992.80",300,-,"10,572.45",-,-,-,20,
,38,1,150,26.58,3.40,0.35,120,2.80,4.20,150,"65,300.00",300,"8,848.90","9,948.70",300,-,"7,350.00",-,-,-,17,
,78,53,122,26.34,2.85,0.65,30,2.75,5.95,300,"65,400.00",300,"8,997.30","10,389.50",300,-,"10,104.75",-,-,-,19,
,240,37,206,26.86,3.20,0.05,120,2.70,3.20,900,"65,500.00",300,"9,102.15","10,293.90",300,-,"10,851.45",-,-,-,20,
,34,8,28,27.04,3.15,-,"2,700",1.50,7.00,300,"65,600.00",300,"9,083.00","10,569.35",300,-,"10,948.45",-,-,-,20,
,22,4,19,26.76,2.60,-0.20,"2,700",1.50,7.20,300,"65,700.00",300,"9,279.75","10,774.25",300,-,"11,045.75",-,-,-,20,
,187,12,29,27.13,2.75,-0.35,210,2.75,8.60,600,"65,800.00",300,"9,375.90","10,450.50",300,-,"11,153.90",-,-,-,20,
,75,-31,84,27.49,2.90,-1.00,"2,700",1.50,6.20,300,"65,900.00",300,"9,457.70","10,550.95",300,-,"11,256.00",-,-,-,20,
,"2,420",103,962,27.61,2.80,-0.05,330,2.60,2.80,870,"66,000.00",870,"9,533.70","10,646.95",30,-,"9,550.00",-,-,-,828,
,16,5,20,27.20,2.20,-1.10,900,2.00,4.50,180,"66,100.00",300,"9,558.80","11,197.85",300,-,"8,550.00",-,-,-,12,
,49,4,28,27.69,2.45,-0.20,"2,700",1.50,4.70,300,"66,200.00",300,"9,688.80","11,303.75",300,-,"10,450.45",-,-,-,20,
,319,22,100,28.39,2.50,-0.65,60,2.70,4.00,120,"66,500.00",300,"10,008.90","11,132.75",30,-,"9,643.00",25.21,-,-,40,
,306,-31,149,29.97,3.00,0.45,300,2.10,3.00,180,"67,000.00",300,"10,495.20","12,119.00",300,-,-,-,-,-,-,
,292,-,165,29.89,2.00,-0.40,300,2.05,2.35,270,"67,500.00",300,"10,804.15","12,462.25",300,-,"9,388.00",-,-,-,19,
,674,-15,217,31.30,2.30,-0.05,300,2.10,2.35,150,"68,000.00",300,"11,289.90","12,993.30",300,-,"12,789.75",44.04,-,-,61,
,783,105,314,32.75,2.65,-0.10,"1,020",2.25,2.65,510,"68,500.00",300,"12,012.40","13,561.60",300,-,"10,900.00",35.13,-,-,5,
